name,year,movie_tv_id,movie_tv_name,type,department,job,actor_id,created_at,updated_at
Lewis Colick,1993,9,Judgment Night,movie,Writing,Screenplay,52035,2022-09-03 16:34:14,2022-09-03 16:34:14
Lewis Colick,1993,9,Judgment Night,movie,Writing,Story,52035,2022-09-03 16:34:14,2022-09-03 16:34:14
Gene Levy,1993,9,Judgment Night,movie,Production,Producer,71417,2022-09-03 16:34:14,2022-09-03 16:34:14
Alan Silvestri,1993,9,Judgment Night,movie,Sound,Original Music Composer,37,2022-09-03 16:34:14,2022-09-03 16:34:14
Peter Levy,1993,9,Judgment Night,movie,Camera,Director of Photography,2044,2022-09-03 16:34:14,2022-09-03 16:34:14
John M. Dwyer,1993,9,Judgment Night,movie,Art,Set Decoration,796,2022-09-03 16:34:14,2022-09-03 16:34:14
Marilyn Vance,1993,9,Judgment Night,movie,Costume & Make-Up,Costume Design,7719,2022-09-03 16:34:14,2022-09-03 16:34:14
Marilyn Vance,1993,9,Judgment Night,movie,Production,Executive Producer,7719,2022-09-03 16:34:14,2022-09-03 16:34:14
Joseph C. Nemec III,1993,9,Judgment Night,movie,Art,Production Design,9990,2022-09-03 16:34:14,2022-09-03 16:34:14
Dan Olexiewicz,1993,9,Judgment Night,movie,Art,Art Direction,14040,2022-09-03 16:34:14,2022-09-03 16:34:14
Lloyd Segan,1993,9,Judgment Night,movie,Production,Executive Producer,20784,2022-09-03 16:34:14,2022-09-03 16:34:14
Tim Wellburn,1993,9,Judgment Night,movie,Editing,Editor,71194,2022-09-03 16:34:14,2022-09-03 16:34:14
Jere Cunningham,1993,9,Judgment Night,movie,Writing,Story,1088307,2022-09-03 16:34:14,2022-09-03 16:34:14
Kris Wiseman McIntyre,1993,9,Judgment Night,movie,Production,Associate Producer,1472642,2022-09-03 16:34:14,2022-09-03 16:34:14
Christopher Mollo,1993,9,Judgment Night,movie,Production,Associate Producer,1498452,2022-09-03 16:34:14,2022-09-03 16:34:14
Michael Glawogger,2006,10,Life in Loops (A Megacities RMX),movie,Writing,Screenplay,801,2022-09-03 16:34:15,2022-09-03 16:34:15
Timo Novotny,2006,10,Life in Loops (A Megacities RMX),movie,Writing,Screenplay,34833,2022-09-03 16:34:15,2022-09-03 16:34:15
Timo Novotny,2006,10,Life in Loops (A Megacities RMX),movie,Directing,Director,34833,2022-09-03 16:34:15,2022-09-03 16:34:15
Timo Novotny,2006,10,Life in Loops (A Megacities RMX),movie,Editing,Editor,34833,2022-09-03 16:34:15,2022-09-03 16:34:15
Timo Novotny,2006,10,Life in Loops (A Megacities RMX),movie,Production,Producer,34833,2022-09-03 16:34:15,2022-09-03 16:34:15
Wolfgang Thaler,2006,10,Life in Loops (A Megacities RMX),movie,Camera,Director of Photography,803,2022-09-03 16:34:15,2022-09-03 16:34:15
Gerald Schober,2006,10,Life in Loops (A Megacities RMX),movie,Editing,Editor,34834,2022-09-03 16:34:15,2022-09-03 16:34:15
Armin Herzog,2006,10,Life in Loops (A Megacities RMX),movie,Editing,Editor,34835,2022-09-03 16:34:15,2022-09-03 16:34:15
Sofa Surfers,2006,10,Life in Loops (A Megacities RMX),movie,Sound,Music,65382,2022-09-03 16:34:15,2022-09-03 16:34:15
Ulrich Gehmacher,2006,10,Life in Loops (A Megacities RMX),movie,Production,Producer,143486,2022-09-03 16:34:15,2022-09-03 16:34:15
Marc Meyer,2004,11,Sonntag im August,movie,Directing,Director,867,2022-09-03 16:34:15,2022-09-03 16:34:15
Marc Meyer,2004,11,Sonntag im August,movie,Editing,Editor,867,2022-09-03 16:34:15,2022-09-03 16:34:15
Marc Meyer,2004,11,Sonntag im August,movie,Production,Producer,867,2022-09-03 16:34:15,2022-09-03 16:34:15
Marc Meyer,2004,11,Sonntag im August,movie,Writing,Author,867,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter Polsak-Lohmann,2004,11,Sonntag im August,movie,Camera,Director of Photography,875,2022-09-03 16:34:15,2022-09-03 16:34:15
Moritz Hoffmeister,2004,11,Sonntag im August,movie,Sound,Sound Designer,891,2022-09-03 16:34:15,2022-09-03 16:34:15
Anna Haas,2004,11,Sonntag im August,movie,Directing,Director,914,2022-09-03 16:34:15,2022-09-03 16:34:15
Jesko Klatt,2004,11,Sonntag im August,movie,Camera,Underwater Camera,917,2022-09-03 16:34:15,2022-09-03 16:34:15
Jan Raiber,2004,11,Sonntag im August,movie,Visual Effects,Animation,919,2022-09-03 16:34:15,2022-09-03 16:34:15
Christian Biegai,2004,11,Sonntag im August,movie,Sound,Original Music Composer,15360,2022-09-03 16:34:15,2022-09-03 16:34:15
George Lucas,1977,12,Star Wars,movie,Directing,Director,1,2022-09-03 16:34:15,2022-09-03 16:34:15
George Lucas,1977,12,Star Wars,movie,Production,Executive Producer,1,2022-09-03 16:34:15,2022-09-03 16:34:15
George Lucas,1977,12,Star Wars,movie,Writing,Writer,1,2022-09-03 16:34:15,2022-09-03 16:34:15
Gary Kurtz,1977,12,Star Wars,movie,Production,Producer,12401,2022-09-03 16:34:15,2022-09-03 16:34:15
Rick McCallum,1977,12,Star Wars,movie,Production,Producer,19801,2022-09-03 16:34:15,2022-09-03 16:34:15
John Williams,1977,12,Star Wars,movie,Sound,Original Music Composer,491,2022-09-03 16:34:15,2022-09-03 16:34:15
Gilbert Taylor,1977,12,Star Wars,movie,Camera,Director of Photography,7753,2022-09-03 16:34:15,2022-09-03 16:34:15
Vic Ramos,1977,12,Star Wars,movie,Production,Casting,3176,2022-09-03 16:34:15,2022-09-03 16:34:15
Irene Lamb,1977,12,Star Wars,movie,Production,Casting,390,2022-09-03 16:34:15,2022-09-03 16:34:15
Norman Reynolds,1977,12,Star Wars,movie,Art,Art Direction,669,2022-09-03 16:34:15,2022-09-03 16:34:15
Ben Burtt,1977,12,Star Wars,movie,Sound,Sound Designer,670,2022-09-03 16:34:15,2022-09-03 16:34:15
Willard Huyck,1977,12,Star Wars,movie,Crew,Script,686,2022-09-03 16:34:15,2022-09-03 16:34:15
Gloria Katz,1977,12,Star Wars,movie,Crew,Script,687,2022-09-03 16:34:15,2022-09-03 16:34:15
Robert Watts,1977,12,Star Wars,movie,Production,Production Supervisor,711,2022-09-03 16:34:15,2022-09-03 16:34:15
Gordon Davidson,1977,12,Star Wars,movie,Sound,Sound Editor,1053,2022-09-03 16:34:15,2022-09-03 16:34:15
Marcia Lucas,1977,12,Star Wars,movie,Editing,Editor,2551,2022-09-03 16:34:15,2022-09-03 16:34:15
Dianne Crittenden,1977,12,Star Wars,movie,Production,Casting,1221,2022-09-03 16:34:15,2022-09-03 16:34:15
Richard Portman,1977,12,Star Wars,movie,Sound,Sound Re-Recording Mixer,3105,2022-09-03 16:34:15,2022-09-03 16:34:15
David V. Lester,1977,12,Star Wars,movie,Production,Production Manager,4054,2022-09-03 16:34:15,2022-09-03 16:34:15
Roger Christian,1977,12,Star Wars,movie,Art,Set Decoration,5058,2022-09-03 16:34:15,2022-09-03 16:34:15
Leslie Dilley,1977,12,Star Wars,movie,Art,Art Direction,5059,2022-09-03 16:34:15,2022-09-03 16:34:15
John Mollo,1977,12,Star Wars,movie,Costume & Make-Up,Costume Design,5061,2022-09-03 16:34:15,2022-09-03 16:34:15
Phil Tippett,1977,12,Star Wars,movie,Visual Effects,Animation,7727,2022-09-03 16:34:15,2022-09-03 16:34:15
Richard Chew,1977,12,Star Wars,movie,Editing,Editor,8425,2022-09-03 16:34:15,2022-09-03 16:34:15
Anthony Waye,1977,12,Star Wars,movie,Directing,Assistant Director,10706,2022-09-03 16:34:15,2022-09-03 16:34:15
Stuart Freeborn,1977,12,Star Wars,movie,Costume & Make-Up,Makeup Supervisor,11837,2022-09-03 16:34:15,2022-09-03 16:34:15
Bruce Green,1977,12,Star Wars,movie,Editing,Assistant Editor,12970,2022-09-03 16:34:15,2022-09-03 16:34:15
Rick Baker,1977,12,Star Wars,movie,Costume & Make-Up,Makeup Artist,16178,2022-09-03 16:34:15,2022-09-03 16:34:15
Paul Hirsch,1977,12,Star Wars,movie,Editing,Editor,10766,2022-09-03 16:34:15,2022-09-03 16:34:15
Bruce Sharman,1977,12,Star Wars,movie,Production,Production Manager,66251,2022-09-03 16:34:15,2022-09-03 16:34:15
Joseph Lenzi,1977,12,Star Wars,movie,Production,Production Manager,66611,2022-09-03 16:34:15,2022-09-03 16:34:15
Don MacDougall,1977,12,Star Wars,movie,Sound,Sound Re-Recording Mixer,74778,2022-09-03 16:34:15,2022-09-03 16:34:15
Gary Rizzo,1977,12,Star Wars,movie,Sound,Sound Mix Technician,138618,2022-09-03 16:34:15,2022-09-03 16:34:15
John Barry,1977,12,Star Wars,movie,Art,Production Design,568911,2022-09-03 16:34:15,2022-09-03 16:34:15
Gene Corso,1977,12,Star Wars,movie,Sound,Sound Editor,1070097,2022-09-03 16:34:15,2022-09-03 16:34:15
Ann Skinner,1977,12,Star Wars,movie,Directing,Continuity,1250477,2022-09-03 16:34:15,2022-09-03 16:34:15
Les Fresholtz,1977,12,Star Wars,movie,Sound,Sound Re-Recording Mixer,1399140,2022-09-03 16:34:15,2022-09-03 16:34:15
Michael Minkler,1977,12,Star Wars,movie,Sound,Sound Re-Recording Mixer,1399141,2022-09-03 16:34:15,2022-09-03 16:34:15
Robert J. Litt,1977,12,Star Wars,movie,Sound,Sound Re-Recording Mixer,1399996,2022-09-03 16:34:15,2022-09-03 16:34:15
Paul Huston,1977,12,Star Wars,movie,Visual Effects,Visual Effects,1424133,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter V. Herald,1977,12,Star Wars,movie,Production,Production Manager,1430398,2022-09-03 16:34:15,2022-09-03 16:34:15
Bob Minkler,1977,12,Star Wars,movie,Sound,Sound Re-Recording Mixer,1446531,2022-09-03 16:34:15,2022-09-03 16:34:15
Ray West,1977,12,Star Wars,movie,Sound,Sound Re-Recording Mixer,1446533,2022-09-03 16:34:15,2022-09-03 16:34:15
Derek Ball,1977,12,Star Wars,movie,Sound,Production Sound Mixer,1513636,2022-09-03 16:34:15,2022-09-03 16:34:15
Ken Nightingall,1977,12,Star Wars,movie,Sound,Boom Operator,1513637,2022-09-03 16:34:15,2022-09-03 16:34:15
Robert R. Rutledge,1977,12,Star Wars,movie,Sound,Sound Editor,1544697,2022-09-03 16:34:15,2022-09-03 16:34:15
Jack Dearlove,1977,12,Star Wars,movie,Crew,Stand In,1563188,2022-09-03 16:34:15,2022-09-03 16:34:15
Dan Perri,1977,12,Star Wars,movie,Art,Title Designer,1648134,2022-09-03 16:34:15,2022-09-03 16:34:15
Roy Seely,1977,12,Star Wars,movie,Crew,Stand In,1678560,2022-09-03 16:34:15,2022-09-03 16:34:15
Terry Madden,1977,12,Star Wars,movie,Directing,Assistant Director,1697237,2022-09-03 16:34:15,2022-09-03 16:34:15
Gerry Gavigan,1977,12,Star Wars,movie,Directing,Assistant Director,1877790,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter Brace,1977,12,Star Wars,movie,Crew,Stunt Double,1951618,2022-09-03 16:34:15,2022-09-03 16:34:15
Ron Beck,1977,12,Star Wars,movie,Costume & Make-Up,Wardrobe Supervisor,2021308,2022-09-03 16:34:15,2022-09-03 16:34:15
Sam F. Shaw,1977,12,Star Wars,movie,Sound,Supervising Sound Editor,2036880,2022-09-03 16:34:15,2022-09-03 16:34:15
Michael Galloway,1977,12,Star Wars,movie,Sound,Sound Recordist,2048546,2022-09-03 16:34:15,2022-09-03 16:34:15
Gary White,1977,12,Star Wars,movie,Directing,First Assistant Director,2583875,2022-09-03 16:34:15,2022-09-03 16:34:15
Wendy Leech,1977,12,Star Wars,movie,Crew,Stunt Double,2789781,2022-09-03 16:34:15,2022-09-03 16:34:15
London Symphony Orchestra,1977,12,Star Wars,movie,Sound,Musician,2922346,2022-09-03 16:34:15,2022-09-03 16:34:15
David Stone,1977,12,Star Wars,movie,Crew,Stand In,3535183,2022-09-03 16:34:15,2022-09-03 16:34:15
Mags Kavanaugh,1977,12,Star Wars,movie,Crew,Stunt Double,3583976,2022-09-03 16:34:15,2022-09-03 16:34:15
Penny McCarthy,1977,12,Star Wars,movie,Crew,Stand In,3583982,2022-09-03 16:34:15,2022-09-03 16:34:15
Len Mathewman,1977,12,Star Wars,movie,Crew,Stand In,3583983,2022-09-03 16:34:15,2022-09-03 16:34:15
Andrew Stanton,2003,13,Finding Nemo,movie,Writing,Screenplay,7,2022-09-03 16:34:15,2022-09-03 16:34:15
Andrew Stanton,2003,13,Finding Nemo,movie,Directing,Director,7,2022-09-03 16:34:15,2022-09-03 16:34:15
Andrew Stanton,2003,13,Finding Nemo,movie,Writing,Original Story,7,2022-09-03 16:34:15,2022-09-03 16:34:15
Lee Unkrich,2003,13,Finding Nemo,movie,Editing,Supervising Film Editor,8,2022-09-03 16:34:15,2022-09-03 16:34:15
Lee Unkrich,2003,13,Finding Nemo,movie,Directing,Co-Director,8,2022-09-03 16:34:15,2022-09-03 16:34:15
Graham Walters,2003,13,Finding Nemo,movie,Production,Producer,9,2022-09-03 16:34:15,2022-09-03 16:34:15
Bob Peterson,2003,13,Finding Nemo,movie,Writing,Screenplay,10,2022-09-03 16:34:15,2022-09-03 16:34:15
David Reynolds,2003,13,Finding Nemo,movie,Writing,Screenplay,11,2022-09-03 16:34:15,2022-09-03 16:34:15
John Lasseter,2003,13,Finding Nemo,movie,Production,Executive Producer,7879,2022-09-03 16:34:15,2022-09-03 16:34:15
David Ian Salter,2003,13,Finding Nemo,movie,Editing,Editor,12914,2022-09-03 16:34:15,2022-09-03 16:34:15
Thomas Newman,2003,13,Finding Nemo,movie,Sound,Original Music Composer,153,2022-09-03 16:34:15,2022-09-03 16:34:15
Gary Rydstrom,2003,13,Finding Nemo,movie,Sound,Sound Designer,2216,2022-09-03 16:34:15,2022-09-03 16:34:15
Gary Rydstrom,2003,13,Finding Nemo,movie,Sound,Supervising Sound Editor,2216,2022-09-03 16:34:15,2022-09-03 16:34:15
Gary Rydstrom,2003,13,Finding Nemo,movie,Sound,Sound Re-Recording Mixer,2216,2022-09-03 16:34:15,2022-09-03 16:34:15
Bill Bernstein,2003,13,Finding Nemo,movie,Sound,Music Editor,7538,2022-09-03 16:34:15,2022-09-03 16:34:15
Ralph Eggleston,2003,13,Finding Nemo,movie,Art,Production Design,7883,2022-09-03 16:34:15,2022-09-03 16:34:15
Dominique Louis,2003,13,Finding Nemo,movie,Visual Effects,Visual Development,7891,2022-09-03 16:34:15,2022-09-03 16:34:15
Glenn McQueen,2003,13,Finding Nemo,movie,Crew,In Memory Of,7892,2022-09-03 16:34:15,2022-09-03 16:34:15
Rich Quade,2003,13,Finding Nemo,movie,Visual Effects,Animation,7893,2022-09-03 16:34:15,2022-09-03 16:34:15
Mary Hidalgo,2003,13,Finding Nemo,movie,Production,Casting,7903,2022-09-03 16:34:15,2022-09-03 16:34:15
Marcia Gwendolyn Jones,2003,13,Finding Nemo,movie,Production,Production Supervisor,7912,2022-09-03 16:34:15,2022-09-03 16:34:15
Geefwee Boedoe,2003,13,Finding Nemo,movie,Visual Effects,Visual Development,7925,2022-09-03 16:34:15,2022-09-03 16:34:15
Ricky Nierva,2003,13,Finding Nemo,movie,Art,Art Direction,7927,2022-09-03 16:34:15,2022-09-03 16:34:15
Angus MacLane,2003,13,Finding Nemo,movie,Visual Effects,Animation,7929,2022-09-03 16:34:15,2022-09-03 16:34:15
Glenn Kim,2003,13,Finding Nemo,movie,Visual Effects,CG Painter,7943,2022-09-03 16:34:15,2022-09-03 16:34:15
Laura Phillips,2003,13,Finding Nemo,movie,Visual Effects,CG Painter,7944,2022-09-03 16:34:15,2022-09-03 16:34:15
Jamie Frye,2003,13,Finding Nemo,movie,Visual Effects,CG Painter,7946,2022-09-03 16:34:15,2022-09-03 16:34:15
Yvonne Herbst,2003,13,Finding Nemo,movie,Visual Effects,CG Painter,7948,2022-09-03 16:34:15,2022-09-03 16:34:15
Robin Cooper,2003,13,Finding Nemo,movie,Art,Art Direction,7949,2022-09-03 16:34:15,2022-09-03 16:34:15
Randy Berrett,2003,13,Finding Nemo,movie,Art,Art Direction,7952,2022-09-03 16:34:15,2022-09-03 16:34:15
Albert Lozano,2003,13,Finding Nemo,movie,Crew,Production Artist,7955,2022-09-03 16:34:15,2022-09-03 16:34:15
Nathaniel McLaughlin,2003,13,Finding Nemo,movie,Crew,Production Artist,7956,2022-09-03 16:34:15,2022-09-03 16:34:15
Bud Thon,2003,13,Finding Nemo,movie,Crew,Production Artist,7957,2022-09-03 16:34:15,2022-09-03 16:34:15
Jerome Ranft,2003,13,Finding Nemo,movie,Art,Sculptor,7960,2022-09-03 16:34:15,2022-09-03 16:34:15
Carter Goodrich,2003,13,Finding Nemo,movie,Visual Effects,Visual Development,7963,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter DeSève,2003,13,Finding Nemo,movie,Visual Effects,Visual Development,7967,2022-09-03 16:34:15,2022-09-03 16:34:15
Andrea Warren,2003,13,Finding Nemo,movie,Visual Effects,CG Painter,7972,2022-09-03 16:34:15,2022-09-03 16:34:15
Louis Gonzales,2003,13,Finding Nemo,movie,Visual Effects,CG Artist,7982,2022-09-03 16:34:15,2022-09-03 16:34:15
Jeremy Lasky,2003,13,Finding Nemo,movie,Camera,Director of Photography,7988,2022-09-03 16:34:15,2022-09-03 16:34:15
Billy Merritt,2003,13,Finding Nemo,movie,Visual Effects,Animation,7995,2022-09-03 16:34:15,2022-09-03 16:34:15
Brett Pulliam,2003,13,Finding Nemo,movie,Visual Effects,Animation,7996,2022-09-03 16:34:15,2022-09-03 16:34:15
Bret 'Brook' Parker,2003,13,Finding Nemo,movie,Visual Effects,Animation,7998,2022-09-03 16:34:15,2022-09-03 16:34:15
Gini Cruz Santos,2003,13,Finding Nemo,movie,Visual Effects,Animation,7999,2022-09-03 16:34:15,2022-09-03 16:34:15
Ellen Moon Lee,2003,13,Finding Nemo,movie,Crew,Production Artist,8003,2022-09-03 16:34:15,2022-09-03 16:34:15
David Eisenmann,2003,13,Finding Nemo,movie,Crew,CG Supervisor,8007,2022-09-03 16:34:15,2022-09-03 16:34:15
Doug Sweetland,2003,13,Finding Nemo,movie,Visual Effects,Animation,8010,2022-09-03 16:34:15,2022-09-03 16:34:15
Scott Clark,2003,13,Finding Nemo,movie,Visual Effects,Animation,8011,2022-09-03 16:34:15,2022-09-03 16:34:15
Alan Barillaro,2003,13,Finding Nemo,movie,Visual Effects,Animation Director,8012,2022-09-03 16:34:15,2022-09-03 16:34:15
Andrew Gordon,2003,13,Finding Nemo,movie,Visual Effects,Animation,8013,2022-09-03 16:34:15,2022-09-03 16:34:15
Shawn Krause,2003,13,Finding Nemo,movie,Visual Effects,Animation,8015,2022-09-03 16:34:15,2022-09-03 16:34:15
David DeVan,2003,13,Finding Nemo,movie,Visual Effects,Animation,8018,2022-09-03 16:34:15,2022-09-03 16:34:15
Stephen Gregory,2003,13,Finding Nemo,movie,Visual Effects,Animation,8019,2022-09-03 16:34:15,2022-09-03 16:34:15
Bobby Podesta,2003,13,Finding Nemo,movie,Visual Effects,Animation,8021,2022-09-03 16:34:15,2022-09-03 16:34:15
Michael Berenstein,2003,13,Finding Nemo,movie,Visual Effects,Animation,8025,2022-09-03 16:34:15,2022-09-03 16:34:15
Brett Coderre,2003,13,Finding Nemo,movie,Visual Effects,Animation,8026,2022-09-03 16:34:15,2022-09-03 16:34:15
Doug Dooley,2003,13,Finding Nemo,movie,Visual Effects,Animation,8028,2022-09-03 16:34:15,2022-09-03 16:34:15
Jimmy Hayward,2003,13,Finding Nemo,movie,Visual Effects,Animation,8029,2022-09-03 16:34:15,2022-09-03 16:34:15
Nancy Kato,2003,13,Finding Nemo,movie,Visual Effects,Animation,8030,2022-09-03 16:34:15,2022-09-03 16:34:15
Bobby Beck,2003,13,Finding Nemo,movie,Visual Effects,Animation,8031,2022-09-03 16:34:15,2022-09-03 16:34:15
Tim Crawfurd,2003,13,Finding Nemo,movie,Visual Effects,Animation,8033,2022-09-03 16:34:15,2022-09-03 16:34:15
Ike Feldman,2003,13,Finding Nemo,movie,Visual Effects,Animation,8034,2022-09-03 16:34:15,2022-09-03 16:34:15
Karen Kiser,2003,13,Finding Nemo,movie,Visual Effects,Animation,8035,2022-09-03 16:34:15,2022-09-03 16:34:15
Wendell Lee,2003,13,Finding Nemo,movie,Visual Effects,Animation,8036,2022-09-03 16:34:15,2022-09-03 16:34:15
Daniel Mason,2003,13,Finding Nemo,movie,Visual Effects,Animation,8037,2022-09-03 16:34:15,2022-09-03 16:34:15
Amy McNamara,2003,13,Finding Nemo,movie,Visual Effects,Animation,8038,2022-09-03 16:34:15,2022-09-03 16:34:15
James Ford Murphy,2003,13,Finding Nemo,movie,Visual Effects,Animation,8039,2022-09-03 16:34:15,2022-09-03 16:34:15
Victor Navone,2003,13,Finding Nemo,movie,Visual Effects,Animation,8040,2022-09-03 16:34:15,2022-09-03 16:34:15
Andrew L. Schmidt,2003,13,Finding Nemo,movie,Visual Effects,Animation,8042,2022-09-03 16:34:15,2022-09-03 16:34:15
Patty Kihm Stevenson,2003,13,Finding Nemo,movie,Visual Effects,Animation,8043,2022-09-03 16:34:15,2022-09-03 16:34:15
David Tart,2003,13,Finding Nemo,movie,Visual Effects,Animation,8044,2022-09-03 16:34:15,2022-09-03 16:34:15
Jon Mead,2003,13,Finding Nemo,movie,Visual Effects,Animation,8045,2022-09-03 16:34:15,2022-09-03 16:34:15
Dave Mullins,2003,13,Finding Nemo,movie,Visual Effects,Animation,8046,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter Nash,2003,13,Finding Nemo,movie,Visual Effects,Animation,8047,2022-09-03 16:34:15,2022-09-03 16:34:15
Ross Stevenson,2003,13,Finding Nemo,movie,Visual Effects,Animation,8051,2022-09-03 16:34:15,2022-09-03 16:34:15
J. Warren Trezevant,2003,13,Finding Nemo,movie,Visual Effects,Animation,8052,2022-09-03 16:34:15,2022-09-03 16:34:15
Michael Venturini,2003,13,Finding Nemo,movie,Visual Effects,Animation,8053,2022-09-03 16:34:15,2022-09-03 16:34:15
Adam Wood,2003,13,Finding Nemo,movie,Visual Effects,Animation,8054,2022-09-03 16:34:15,2022-09-03 16:34:15
Adam Wood,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,8054,2022-09-03 16:34:15,2022-09-03 16:34:15
Tasha Wedeen,2003,13,Finding Nemo,movie,Visual Effects,Animation,8055,2022-09-03 16:34:15,2022-09-03 16:34:15
Kureha Yokoo,2003,13,Finding Nemo,movie,Visual Effects,Animation,8056,2022-09-03 16:34:15,2022-09-03 16:34:15
Ron Zorman,2003,13,Finding Nemo,movie,Visual Effects,Animation,8057,2022-09-03 16:34:15,2022-09-03 16:34:15
Paul Mendoza,2003,13,Finding Nemo,movie,Visual Effects,Fix Animator,8058,2022-09-03 16:34:15,2022-09-03 16:34:15
Jenni Tsoi,2003,13,Finding Nemo,movie,Visual Effects,Animation Manager,8059,2022-09-03 16:34:15,2022-09-03 16:34:15
Gabrielle Siegel,2003,13,Finding Nemo,movie,Editing,Editorial Production Assistant,8062,2022-09-03 16:34:15,2022-09-03 16:34:15
Katherine Ringgold,2003,13,Finding Nemo,movie,Crew,Second Film Editor,8066,2022-09-03 16:34:15,2022-09-03 16:34:15
Axel Geddes,2003,13,Finding Nemo,movie,Editing,First Assistant Editor,8071,2022-09-03 16:34:15,2022-09-03 16:34:15
Chris Vallance,2003,13,Finding Nemo,movie,Crew,Thanks,8073,2022-09-03 16:34:15,2022-09-03 16:34:15
E.J. Holowicki,2003,13,Finding Nemo,movie,Sound,Sound Effects Editor,8078,2022-09-03 16:34:15,2022-09-03 16:34:15
Brian Green,2003,13,Finding Nemo,movie,Crew,CG Supervisor,8084,2022-09-03 16:34:15,2022-09-03 16:34:15
Ethan Owen,2003,13,Finding Nemo,movie,Production,Unit Manager,8094,2022-09-03 16:34:15,2022-09-03 16:34:15
Anthony A. Apodaca,2003,13,Finding Nemo,movie,Crew,CG Supervisor,8098,2022-09-03 16:34:15,2022-09-03 16:34:15
Steve May,2003,13,Finding Nemo,movie,Crew,CG Supervisor,8115,2022-09-03 16:34:15,2022-09-03 16:34:15
Louis Rivera,2003,13,Finding Nemo,movie,Camera,Camera Supervisor,8135,2022-09-03 16:34:15,2022-09-03 16:34:15
David DiFrancesco,2003,13,Finding Nemo,movie,Crew,Photoscience Manager,8139,2022-09-03 16:34:15,2022-09-03 16:34:15
Susan T. Tatsuno,2003,13,Finding Nemo,movie,Crew,Supervisor of Production Resources,8144,2022-09-03 16:34:15,2022-09-03 16:34:15
Erik Forman,2003,13,Finding Nemo,movie,Crew,Information Systems Manager,8150,2022-09-03 16:34:15,2022-09-03 16:34:15
Paul Cichocki,2003,13,Finding Nemo,movie,Crew,Post Production Supervisor,8153,2022-09-03 16:34:15,2022-09-03 16:34:15
John Hazelton,2003,13,Finding Nemo,movie,Crew,Projection,8155,2022-09-03 16:34:15,2022-09-03 16:34:15
Michael Silvers,2003,13,Finding Nemo,movie,Sound,Supervising Sound Editor,8158,2022-09-03 16:34:15,2022-09-03 16:34:15
Shannon Mills,2003,13,Finding Nemo,movie,Sound,Sound Effects Editor,8159,2022-09-03 16:34:15,2022-09-03 16:34:15
Dennie Thorpe,2003,13,Finding Nemo,movie,Sound,Foley Artist,8160,2022-09-03 16:34:15,2022-09-03 16:34:15
Jana Vance,2003,13,Finding Nemo,movie,Sound,Foley,8163,2022-09-03 16:34:15,2022-09-03 16:34:15
Dee Selby,2003,13,Finding Nemo,movie,Crew,Sound Design Assistant,8165,2022-09-03 16:34:15,2022-09-03 16:34:15
Juan Peralta,2003,13,Finding Nemo,movie,Sound,Sound Mix Technician,8166,2022-09-03 16:34:15,2022-09-03 16:34:15
Sharon Calahan,2003,13,Finding Nemo,movie,Camera,Director of Photography,12912,2022-09-03 16:34:15,2022-09-03 16:34:15
Teresa Eckton,2003,13,Finding Nemo,movie,Sound,Sound Effects Editor,15893,2022-09-03 16:34:15,2022-09-03 16:34:15
Jessica Giampietro McMackin,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,15896,2022-09-03 16:34:15,2022-09-03 16:34:15
Jim Capobianco,2003,13,Finding Nemo,movie,Writing,Story Artist,32535,2022-09-03 16:34:15,2022-09-03 16:34:15
David Lucarelli,2003,13,Finding Nemo,movie,Sound,ADR Recordist,113067,2022-09-03 16:34:15,2022-09-03 16:34:15
Stan Webb,2003,13,Finding Nemo,movie,Crew,Second Film Editor,56270,2022-09-03 16:34:15,2022-09-03 16:34:15
Kevin Reher,2003,13,Finding Nemo,movie,Production,Casting,57673,2022-09-03 16:34:15,2022-09-03 16:34:15
Matthew Jon Beck,2003,13,Finding Nemo,movie,Production,Casting,61419,2022-09-03 16:34:15,2022-09-03 16:34:15
Lindsey Collins,2003,13,Finding Nemo,movie,Production,Production Manager,72753,2022-09-03 16:34:15,2022-09-03 16:34:15
Jinko Gotoh,2003,13,Finding Nemo,movie,Production,Associate Producer,76590,2022-09-03 16:34:15,2022-09-03 16:34:15
Roger Gould,2003,13,Finding Nemo,movie,Crew,Thanks,74142,2022-09-03 16:34:15,2022-09-03 16:34:15
Rodrigo Blaas,2003,13,Finding Nemo,movie,Visual Effects,Animation,107704,2022-09-03 16:34:15,2022-09-03 16:34:15
Dylan Brown,2003,13,Finding Nemo,movie,Crew,Supervising Animator,231202,2022-09-03 16:34:15,2022-09-03 16:34:15
Jason Topolski,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,567732,2022-09-03 16:34:15,2022-09-03 16:34:15
Steve Bloom,2003,13,Finding Nemo,movie,Crew,Thanks,652557,2022-09-03 16:34:15,2022-09-03 16:34:15
Jason Katz,2003,13,Finding Nemo,movie,Directing,Script Supervisor,958055,2022-09-03 16:34:15,2022-09-03 16:34:15
